Date,country,Grocery & pharmacy,Parks,Residential,Retail & recreation,Transit stations,Workplace
2020-03-06,Czechia,3.79,3.601,0.741,-0.082,-0.78,-0.62
2020-03-06,Denmark,-3.171,19.963,0.219,7.634,-0.04,0.937
2020-03-06,Ecuador,0.783,-1.926,2.895,-0.918,-1.592,-7.467
2020-03-06,France,1.601,-2.08,2.312,-3.083,-1.687,-4.041
2020-03-06,Gabon,3.885,-5.851,0.437,-1.956,-4.64,4.712
2020-03-06,Germany,0.402,-2.872,1.849,-2.601,-5.961,-1.105
2020-03-06,Greece,3.615,8.398,0.909,-2.477,-1.425,2.667
2020-03-06,Guatemala,1.723,3.149,-0.487,1.827,-1.455,5.175
2020-03-06,Honduras,2.535,-3.278,-1.364,-1.336,-0.57,10.593
2020-03-06,Hungary,7.955,-3.836,0.276,4.36,1.342,0.949
2020-03-06,Indonesia,4.436,-3.297,0.582,2.591,3.037,6.07
2020-03-06,Iraq,9.552,6.455,1.686,-0.863,-2.732,6.696
2020-03-06,Italy,0.523,-6.654,7.437,-15.387,-27.754,-16.36
2020-03-06,Japan,1.862,1.537,4.917,-9.681,-18.96,-3.76
2020-03-06,Kenya,7.044,8.381,-1.691,6.11,8.348,7.757
2020-03-06,Laos,3.748,1.983,1.218,-0.036,-7.076,7.482
2020-03-06,Latvia,7.707,20.767,-0.717,6.521,5.487,1.951
2020-03-06,Lithuania,5.536,38.877,-0.464,0.561,6.891,2.991
2020-03-06,Luxembourg,6.21,11.797,1.18,-1.204,1.431,0.561
2020-03-06,Malta,8.894,16.498,-0.074,6.903,3.4,3.628
2020-03-06,Mexico,0.934,0.818,-1.231,-0.676,3.007,10.792
2020-03-06,Mozambique,3.796,1.704,-3.88,2.108,4.385,19.043
2020-03-06,Netherlands,2.827,12.844,0.631,0.078,-0.379,1.584
2020-03-06,New Zealand,2.311,-7.593,-1.017,3.406,8.253,16.859
2020-03-06,North Macedonia,8.245,-1.2,-1.092,7.096,2.51,15.71
2020-03-06,Norway,2.754,20.599,0.34,-2.86,1.664,-1.793
2020-03-06,Papua New Guinea,5.024,-8.467,0.113,3.88,-2.281,16.533
2020-03-06,Poland,4.307,1.735,-0.594,4.37,3,8.303
2020-03-06,Qatar,7.007,3.669,1.785,-0.324,-4.311,4.143
2020-03-06,Romania,6.601,4.936,-2.822,7.611,9.143,20.091
2020-03-06,Singapore,-9.293,-9.844,6.813,-8.397,-10.742,2.327
2020-03-06,Slovakia,5.025,-1.767,2.404,-3.274,-3.744,-3.775
2020-03-06,Slovenia,-0.036,-13.769,0.785,-3.271,1.289,2.586
2020-03-06,South Africa,7.42,0.16,-1.105,6.383,10.639,7.495
2020-03-06,South Korea,-8.312,-2.945,10.265,-27.768,-23.547,-8.562
2020-03-06,Spain,1.864,3.636,-0.105,-1.38,0.476,-0.127
2020-03-06,Sweden,1.794,23.132,0.83,2.31,0.219,-1.655
2020-03-06,Tanzania,-0.019,4.204,0.599,-0.882,3.246,-1.265
2020-03-06,Thailand,2.002,-10.109,3.479,-4.935,-10.848,-4.1
2020-03-06,Turkey,10.551,19.229,-1.646,7.095,4.995,9.821
2020-03-06,United Kingdom,4.678,17.385,0.162,3.401,0.425,0.612
2020-03-06,United States,4.053,15.482,-0.598,6.254,2.424,2.349
2020-03-06,Uruguay,5.381,-16.124,-2.158,4.558,3.351,19.722
2020-03-06,Zambia,3.843,8.417,0.9,7.696,3.313,11.508
2020-03-07,Aruba,6.591,12.94,-0.094,3.201,0.853,2.041
2020-03-07,Australia,11.759,6.33,-0.286,3.38,3.393,4.476
2020-03-07,Belarus,18.735,22.683,-2.555,15.344,14.63,2.903
2020-03-07,Belgium,2.479,20.637,-0.189,3.313,5.826,1.317
2020-03-07,Bosnia and Herzegovina,11.202,-1.753,0.164,8.857,-1.279,5.593
2020-03-07,Brazil,12.114,-13.653,0.227,8.74,7.905,8.649
2020-03-07,Bulgaria,7.833,12.773,-1.214,5.744,3.884,2.36
2020-03-07,Cambodia,1.985,-1.558,0.783,-1.848,-21.585,1.895
2020-03-07,Canada,4.475,22.553,0.227,5.807,1.901,4.135
2020-03-07,Chile,6.853,-17.26,2.785,5.682,3.149,5.334
2020-03-07,Colombia,4.539,-3.983,-0.216,3.116,4.865,10.512
2020-03-07,Croatia,6.183,6.716,-0.517,6.04,0.348,2.488
2020-03-07,Czechia,7.66,6.461,0.185,2.227,1.262,3.094
2020-03-07,Denmark,-2.986,34.174,-0.442,10.051,4.8,0.226
2020-03-07,Ecuador,1.145,-1.661,1.48,0.167,0.033,-1.861
2020-03-07,France,1.372,5.295,0.981,-3.361,0.657,-0.984
2020-03-07,Gabon,-4.133,-7.773,3.734,-10.932,-10.719,-0.834
2020-03-07,Germany,4.124,16.411,0.844,2.707,-1.755,0.139
2020-03-07,Greece,1.919,5.546,1.967,-4.07,-5.787,2.324
2020-03-07,Guatemala,-0.134,3.303,-1.174,1.767,-0.594,3.775
2020-03-07,Honduras,1.009,-6.966,0.686,-2.424,-2.676,3.911
2020-03-07,Hungary,13.705,11.281,-1.039,11.395,7.658,3.046
2020-03-07,Indonesia,5.52,-4.17,0.416,2.532,2.109,5.304
2020-03-07,Iraq,11.123,4.918,2.794,2.212,0.838,6.377
2020-03-07,Italy,1.383,0.137,6.159,-21.336,-24.816,-14.516
2020-03-07,Japan,1.163,-10.922,5.292,-12.381,-24.121,-3.768
2020-03-07,Kenya,6.457,7.335,-1.595,6.091,8.947,5.722
2020-03-07,Laos,5.821,1.311,0.817,1.325,-10.534,5.081
2020-03-07,Latvia,15.453,25.581,-1.238,11.762,11.811,3.794
2020-03-07,Lithuania,8.838,29.86,-0.433,3.177,6.826,2.409
2020-03-07,Luxembourg,7.341,33.268,0.407,1.563,5.832,0.642
2020-03-07,Malta,13.048,0.431,0.834,1.943,-0.408,3.677
2020-03-07,Mexico,1.952,4.401,-0.398,0.798,2.078,6.52
2020-03-07,Mozambique,6.416,-2.035,-1.992,5.183,2.242,8.385
2020-03-07,Netherlands,1.956,28.182,0.009,1.589,1.427,0.352
2020-03-07,New Zealand,3.557,-0.047,0.394,5.956,4.074,7.906
2020-03-07,North Macedonia,9.524,-11.826,0.423,5.047,-5.979,6.48
2020-03-07,Norway,0.184,14.148,0.276,-6.807,-0.763,-1.584
2020-03-07,Papua New Guinea,8.958,-7.606,0.18,7.462,-3.313,14.955
2020-03-07,Poland,6.321,11.517,0.205,10.412,2.903,4.286
2020-03-07,Qatar,5.23,5.067,1.69,0.051,-2.896,6.123
2020-03-07,Romania,8.191,14.232,-2.094,11.127,9.005,10.107
2020-03-07,Singapore,-8.698,-14.069,6.045,-9.5,-14.32,0.077
2020-03-07,Slovakia,10.991,1.424,1.392,-0.607,-0.972,0.717
2020-03-07,Slovenia,8.347,13.206,-0.24,4.221,7.953,3.41
2020-03-07,South Africa,5.613,-4.491,-0.03,6.55,3.044,6.085
2020-03-07,South Korea,-8.339,-4.491,10.874,-31.028,-27.858,-9.045
2020-03-07,Spain,2.049,13.875,-0.945,-0.61,4.125,0.516
2020-03-07,Sweden,2.824,28.397,0.238,4.171,3.348,-0.17
2020-03-07,Tanzania,1.105,2.597,0.06,0.684,3.141,-0.945
2020-03-07,Thailand,1.512,-14.681,2.646,-6.354,-12.729,0.633
2020-03-07,Turkey,12.799,37.446,-2.098,13.191,8.721,9.74
2020-03-07,United Kingdom,2.245,10.16,-0.029,0.938,0.01,1.197
2020-03-07,United States,7.617,27.863,-1.194,9.086,5.804,3.91
2020-03-07,Uruguay,3.465,-13.419,0.687,6.232,-4.158,7.953
2020-03-07,Zambia,5.436,9.941,0.786,11.104,4.102,10.796
2020-03-08,Aruba,1.472,6.174,0.914,1.75,0.333,-1.143
2020-03-08,Australia,7.914,12.05,0.344,2.408,-0.973,-3.343
2020-03-08,Belarus,16.114,28.211,-2.52,10.575,13.284,4.164
2020-03-08,Belgium,1.292,-7.942,0.384,-0.11,-0.279,-0.125
2020-03-08,Bosnia and Herzegovina,13.863,-0.629,-0.64,13.961,3.845,7.017
2020-03-08,Brazil,9.762,-15.633,0.922,7.238,4.17,6.497
2020-03-08,Bulgaria,11.523,8.837,-0.992,8.924,-0.175,0.624
2020-03-08,Cambodia,0.34,0.084,2.609,-4.266,-22.899,-3.969
2020-03-08,Canada,6.681,42.785,-0.169,8.264,2.572,4.166
2020-03-08,Chile,6.066,-10.608,3.89,3.723,9.25,2.08
2020-03-08,Colombia,3.84,-4.01,0.713,4.023,1.98,6.028
2020-03-08,Croatia,9.204,9.745,-1.394,10.982,7.091,2.196
2020-03-08,Czechia,13.604,32.614,-0.811,9.727,6.785,3.944
2020-03-08,Denmark,-7.002,5.513,0.271,10.112,0.089,-1.531
2020-03-08,Ecuador,2.013,3.975,0.372,5.337,2.887,-0.563
2020-03-08,France,2.208,0.922,0.772,-0.734,-1.926,-0.597
2020-03-08,Gabon,5.705,-9.812,-0.067,1.537,1.516,2.288
2020-03-08,Germany,14.559,25.098,0.176,9.162,0.375,0.483
2020-03-08,Greece,2.159,1.654,2.498,-5.039,-7.281,1.442
2020-03-08,Guatemala,-0.58,3.767,-0.415,2.325,0.457,2.496
2020-03-08,Honduras,0.724,-8.117,0.52,-5.064,-4.945,1.681
2020-03-08,Hungary,20.123,26.925,-2.001,20.061,14.46,4.863
2020-03-08,Indonesia,4.415,-3.375,0.968,1.524,-0.698,4.063
2020-03-08,Iraq,12.339,4.997,4.016,3.144,-0.533,1.353
2020-03-08,Italy,1.841,-3.465,6.806,-29.499,-29.318,-13.178
2020-03-08,Japan,-2.593,-25.177,5.486,-14.726,-28.101,-4.883
2020-03-08,Kenya,4.91,5.742,-1.142,5.545,6.911,6.991
2020-03-08,Laos,5.968,6.462,0.405,4.311,-9.678,-6.858
2020-03-08,Latvia,25.03,62.903,-2.8,20.306,20.446,6.047
2020-03-08,Lithuania,13.791,48.224,-1.68,9.87,10.813,4.646
2020-03-08,Luxembourg,8.721,15.71,0.154,-0.141,0.989,-1.804
2020-03-08,Malta,11.499,0.956,1.284,0.139,-2.374,2.456
2020-03-08,Mexico,1.526,6.149,0.782,0.602,-0.898,0.271
2020-03-08,Mozambique,1.561,-4.48,-0.078,0.601,-1.558,5.725
2020-03-08,Netherlands,1.435,4.176,0.759,-1.019,-2.272,-0.01
2020-03-08,New Zealand,2.938,-6.637,0.522,2.074,5.45,6.365
2020-03-08,North Macedonia,17.038,-3.686,-0.067,13.325,1.236,8.434
2020-03-08,Norway,-1.125,-20.52,0.766,-9.274,-6.592,-1.921
2020-03-08,Papua New Guinea,11.548,-5.162,0.795,7.055,-5.958,15.107
2020-03-08,Poland,3.88,27.387,-0.317,19.65,10.23,5.087
2020-03-08,Qatar,6.913,7.011,1.54,0.828,-3.141,6.198
2020-03-08,Romania,12.925,1.644,-1.478,10.551,5.139,5.384
2020-03-08,Singapore,-9.093,-8.617,5.491,-10.784,-15.41,-1.811
2020-03-08,Slovakia,19.269,13.662,0.261,3.623,5.43,2.411
2020-03-08,Slovenia,16.679,36.48,-1.73,11.944,14.51,3.079
2020-03-08,South Africa,1.864,-10.671,1.495,-0.088,-3.58,4.117
2020-03-08,South Korea,-10.578,22.471,8.885,-26.253,-23.681,-12.141
2020-03-08,Spain,5.747,17.869,-1.479,2.331,6.676,1.102
2020-03-08,Sweden,-0.808,7.686,0.547,1.24,-3.827,-1.038
2020-03-08,Tanzania,-0.261,2.695,0.706,4.445,2.778,-2.029
2020-03-08,Thailand,1.208,-11.447,2.448,-6.333,-14.116,-0.18
2020-03-08,Turkey,13.676,57.006,-2.947,16.025,11.14,8.688
2020-03-08,United Kingdom,2.494,12.994,-0.312,2.839,1.147,1.116
2020-03-08,United States,7.425,37.793,-0.912,9.271,4.849,1.919
2020-03-08,Uruguay,3.308,-14.537,1.965,2.698,-6.352,2.512
2020-03-08,Zambia,2.588,12.09,2.226,9.627,1.935,0.257
2020-03-09,Aruba,2.421,10.61,0.893,-0.76,-0.378,0.516
2020-03-09,Australia,4.395,4.386,2.964,-1.96,-6.097,-9.177
2020-03-09,Belarus,5.169,13.882,-0.459,3.415,5.448,5.772
2020-03-09,Belgium,3.75,0.822,0.708,-1.41,-1.694,1.436
2020-03-09,Bosnia and Herzegovina,4.803,-1.237,-0.901,3.36,3.867,11.662
2020-03-09,Brazil,5.552,-12.268,-1.151,1.99,10.312,17.434
2020-03-09,Bulgaria,6.347,-3.451,3.015,-3.948,-6.404,-11.087
2020-03-09,Cambodia,-0.584,-2.704,4.969,-6.141,-22.982,-14.461
2020-03-09,Canada,4.336,28.571,0.537,4.5,-1.885,2.323
2020-03-09,Chile,2.543,-12.933,0.159,-1.842,5.916,12.29
2020-03-09,Colombia,0.007,-8.57,-0.729,-3.332,7.007,13.992
2020-03-09,Croatia,4.046,14.488,-0.566,3.772,4.06,2.171
2020-03-09,Czechia,6.345,15.936,0.66,2.553,-0.121,0.288
2020-03-09,Denmark,-5.598,8.732,1.073,5.844,-3.103,-0.199
2020-03-09,Ecuador,0.471,0.722,2.193,1.353,-0.09,-7.79
2020-03-09,France,2.086,1.758,1.556,-3.673,-4.573,-0.68
2020-03-09,Gabon,0.653,-11.595,-1.949,-1.62,-3.769,-1.649
2020-03-09,Germany,4.812,7.111,0.947,0.53,-4.355,-0.747
2020-03-09,Greece,4.077,-6.41,2.179,-8.721,-8.62,-0.175
2020-03-09,Guatemala,-2.186,-2.038,0.282,-2.766,-4.68,4.079
2020-03-09,Honduras,2.175,-4.87,-1.134,-4.907,-4.099,9.223
2020-03-09,Hungary,10.123,26.684,-0.54,9.84,6.648,3.169
2020-03-09,Indonesia,3.917,-0.876,0.875,2.42,0.5,4.342
2020-03-09,Iraq,11.559,5.842,3.981,-0.225,1.019,-1.185
2020-03-09,Italy,-0.726,-18.961,11.203,-32.658,-40.227,-22.524
2020-03-09,Japan,0.535,-1.677,4.3,-8.69,-18.358,-3.595
2020-03-09,Kenya,2.322,3.889,-0.379,3.301,5.214,7.351
2020-03-09,Laos,3.527,4.986,3.75,0.607,-5.06,-27.961
2020-03-09,Latvia,8.378,29.913,-0.097,6.829,6.927,2.221
2020-03-09,Lithuania,4.939,35.64,-0.287,3.53,3.723,2.133
2020-03-09,Luxembourg,6.239,6.515,1.035,-2.122,-2.461,-0.735
2020-03-09,Malta,12.508,10.995,1.225,-0.979,-0.16,2.648
2020-03-09,Mexico,-3.985,-4.276,4.747,-7.822,-12.232,-10.388
2020-03-09,Mozambique,-0.817,2.163,-3.293,-1.153,0.348,19.908
2020-03-09,Netherlands,1.538,3.081,1.346,-2.962,-4.384,0.583
2020-03-09,New Zealand,-2.178,-15.496,-1.078,-4.138,10.625,23.714
2020-03-09,North Macedonia,7.128,-0.867,-0.717,4.529,1.928,16.577
2020-03-09,Norway,1.546,0.992,1.117,-4.896,-3.158,-1.698
2020-03-09,Papua New Guinea,3.15,-4.296,0.767,0.305,-6.137,13.109
2020-03-09,Poland,3.907,12.452,-0.678,8.168,4.556,8.554
2020-03-09,Qatar,13.025,0.831,2.388,-2.373,-6.938,5.277
2020-03-09,Romania,4.845,-5.118,-0.361,-0.092,-0.045,2.03
2020-03-09,Singapore,-7.326,-8.398,6.075,-11.326,-13.794,-1.386
2020-03-09,Slovakia,12.259,16.579,1.019,-0.91,-1.519,-1.569
2020-03-09,Slovenia,2.943,16.58,0.328,-0.126,4.37,1.226
2020-03-09,South Africa,-5.215,-10.875,0.712,-6.825,-0.155,5.741
2020-03-09,South Korea,-2.218,8.724,8.304,-20.517,-18.392,-7.507
2020-03-09,Spain,6.989,13.147,-0.661,-0.804,1.511,2.291
2020-03-09,Sweden,0.04,6.387,1.091,-1.782,-5.006,-0.421
2020-03-09,Tanzania,-0.792,3.242,1.988,-3.197,2.066,-2.499
2020-03-09,Thailand,0.833,-8.312,3.5,-4.012,-13.245,-5.011
2020-03-09,Turkey,8.744,31.679,-2.601,8.798,6.93,9.641
2020-03-09,United Kingdom,3.622,6.64,0.707,0.637,-2.353,0.18
2020-03-09,United States,6.713,30.838,0.089,6.425,0.042,-0.237
2020-03-09,Uruguay,3.662,-22.295,-1.104,1.681,3.443,17.355
2020-03-09,Zambia,-2.969,11.123,9.077,2.754,-3.156,-28.447
2020-03-10,Aruba,-0.315,8.908,1.186,-2.126,-0.325,1.178
2020-03-10,Australia,7.738,-7.279,0.099,-2.433,2.979,6.46
2020-03-10,Belarus,5.14,8.521,-0.691,4.934,5.095,7.031
2020-03-10,Belgium,3.751,-2.505,1.563,-3.771,-3.743,0.933
2020-03-10,Bosnia and Herzegovina,11.007,2.241,-0.997,2.844,5.493,11.459
2020-03-10,Brazil,4.48,-10.559,-1.779,0.605,11.116,17.872
2020-03-10,Bulgaria,3.915,-9.166,4.554,-10.998,-8.961,-14.819
2020-03-10,Cambodia,0.872,-5.943,1.836,-5.909,-23.515,-1.226
2020-03-10,Canada,2.009,5.721,1.26,0.529,-4.887,1.445
2020-03-10,Chile,0.994,-16.645,-1.505,-3.429,6.485,17.057
2020-03-10,Colombia,-2.11,-8.824,-0.92,-6.988,11.429,17.13
2020-03-10,Croatia,5.686,19.131,-0.15,2.031,3.332,2.451
2020-03-10,Czechia,14.558,3.195,1.162,1.784,-4.349,-2.926
2020-03-10,Denmark,-2.747,0.495,1.677,3.556,-7.056,0.205
2020-03-10,Ecuador,1.221,0.511,2.252,-0.071,-0.444,-9.889
2020-03-10,France,1.425,3.614,1.733,-4.765,-5.578,-0.673
2020-03-10,Gabon,-3.373,-10.958,-2.581,-5.436,-5.988,-6.249
2020-03-10,Germany,-0.755,-5.914,2.396,-5.792,-7.754,-1.215
2020-03-10,Greece,11.952,1.75,1.359,-6.29,-6.194,-0.629
2020-03-10,Guatemala,-2.448,-0.943,0.34,-2.879,-5.671,4.293
2020-03-10,Honduras,3.929,-3.796,-1.267,-4.396,-4.529,10.476
2020-03-10,Hungary,10.191,29.175,-0.462,6.784,3.956,2.107
2020-03-10,Indonesia,5.447,1.707,0.62,3.278,1.253,3.91
2020-03-10,Iraq,12.18,6.519,4.292,-1.698,0.041,-3.144
2020-03-10,Italy,-4.531,-30.298,15.405,-42.195,-49.868,-30.76
2020-03-10,Japan,-1.269,-16.36,5.294,-8.299,-17.712,-4.902
2020-03-10,Kenya,2.492,4.55,-0.5,3.183,6.471,7.16
2020-03-10,Laos,5.531,1.734,1.204,0.359,-4.234,-1.929
2020-03-10,Latvia,4.534,7.557,0.13,3.129,0.079,1.61
2020-03-10,Lithuania,11.589,38.723,2.193,8.955,0.449,-11.815
2020-03-10,Luxembourg,6.612,-1.585,1.521,-5.117,-4.439,-0.956
2020-03-10,Malta,15.507,3.863,1.626,-1.059,-1.365,2.324
2020-03-10,Mexico,-0.545,0.197,-0.071,-3.106,-1.219,2.655
2020-03-10,Mozambique,-2.705,0.919,-3.472,-3.794,2.288,22.858
2020-03-10,Netherlands,1.873,-1.28,2.288,-5.811,-6.278,-0.931
2020-03-10,New Zealand,-2.103,-12.395,-0.61,-4.494,7.073,19.561
2020-03-10,North Macedonia,12.234,2.24,0.291,-1.419,-2.089,4.042
2020-03-10,Norway,3.463,-0.31,1.715,-5.06,-6.502,-1.532
2020-03-10,Papua New Guinea,6.812,-7.576,0.136,1.954,-2.214,14.377
2020-03-10,Poland,12.549,12.969,-0.244,4.227,2.098,8.289
2020-03-10,Qatar,5.784,0.559,3.963,-6.462,-9.367,2.809
2020-03-10,Romania,10.361,-3.999,0.037,-3.037,-2.842,-1.816
2020-03-10,Singapore,-7.858,-5.134,6.094,-11.318,-13.109,-1.329
2020-03-10,Slovakia,8.753,19.461,2.578,-6.737,-10.704,-6.643
2020-03-10,Slovenia,4.413,11.603,1.052,-3.469,1.521,0.593
2020-03-10,South Africa,-7.893,-8.719,-0.797,-8.867,0.362,5.159
2020-03-10,South Korea,-8.581,-17.864,8.965,-25.044,-22.655,-8.308
2020-03-10,Spain,15.432,12.611,-0.249,-2.698,-1.993,1.608
2020-03-10,Sweden,0.951,4.603,1.18,-3.388,-5.79,-0.038
2020-03-10,Tanzania,1.18,3.86,1.605,-2.872,2.712,-2.64
2020-03-10,Thailand,1.152,-7.832,3.892,-3.282,-13.6,-6.927
2020-03-10,Turkey,9.61,8.854,-2.041,2.998,1.761,9.741
2020-03-10,United Kingdom,4.724,4.295,1.11,-1.202,-4.005,-0.298
2020-03-10,United States,7.608,21.226,0.571,6.271,-2.247,-1.36
2020-03-10,Uruguay,2.97,-23.512,-1.952,-0.627,4.177,23.756
2020-03-10,Zambia,-1.612,8.451,3,1.184,0.095,-5.001
2020-03-11,Aruba,-0.523,3.025,1.588,-4.556,0.862,0.848
2020-03-11,Australia,8.59,-3.866,-0.78,-1.515,5.687,13.536
2020-03-11,Belarus,4.088,1.097,-0.373,1.711,2.734,6.778
2020-03-11,Belgium,7.375,-2.009,1.803,-3.941,-4.289,0.475
2020-03-11,Bosnia and Herzegovina,12.9,10.924,-0.524,1,5.144,5.538
2020-03-11,Brazil,2.508,-6.391,-1.45,0.778,10.303,16.839
2020-03-11,Bulgaria,7.959,14.577,3.425,-6.194,-6.358,-13.414
2020-03-11,Cambodia,-0.58,-5.525,2.326,-5.173,-25.623,4.405
2020-03-11,Canada,9.169,8.751,0.735,2.83,-3.515,2.011
2020-03-11,Chile,-0.425,-18.949,-0.46,-7.363,6.259,16.655
2020-03-11,Colombia,-2.733,-7.678,-1.359,-7.637,8.721,14.202
2020-03-11,Croatia,11.784,24.893,-0.506,2.722,3.289,2.144
2020-03-11,Czechia,10.67,-6.15,4.532,-4.171,-14.18,-11.545
2020-03-11,Denmark,6.281,14.658,3.246,2.764,-14.719,-5.179
2020-03-11,Ecuador,0.777,-1.586,2.422,-1.339,-1.237,-9.945
2020-03-11,France,2.116,13.051,1.46,-5.702,-5.336,-0.425
2020-03-11,Gabon,-6.312,-11.869,-1.413,-10.928,-10.305,-7.039
2020-03-11,Germany,2.318,11.153,1.92,-2.489,-7.136,-1.337
2020-03-11,Greece,16.347,11.219,3.697,-6.914,-11.871,-8.756
2020-03-11,Guatemala,0.036,-0.28,0.404,-1.717,-3.819,3.787
2020-03-11,Honduras,13.381,-1.943,-0.734,-4.917,-4.843,8.665
2020-03-11,Hungary,16.974,19.449,-0.08,4.407,1.325,0.925
2020-03-11,Indonesia,4.649,2.062,0.62,3.145,0.855,3.8
2020-03-11,Iraq,11.759,2.736,4.848,-5.88,-3.414,-6.506
2020-03-11,Italy,-13.87,-36.078,18.967,-53.856,-57.133,-37.636
2020-03-11,Japan,3.013,1.422,3.885,-4.321,-16.198,-4.484
2020-03-11,Kenya,2.2,4.743,-0.514,3.463,6.149,7.421
2020-03-11,Laos,2.413,0.013,1.358,-1.196,-7.637,11.227
2020-03-11,Latvia,4.896,-0.282,0.553,2.348,-1.07,0.511
2020-03-11,Lithuania,-4.033,32.745,15.075,-7.3,-22.006,-50.806
2020-03-11,Luxembourg,11.84,-3.983,1.817,-6.56,-4.055,-2.292
2020-03-11,Malta,20.464,13.581,2.049,-4.006,-1.446,1.141
2020-03-11,Mexico,1.912,2.218,-1.34,-0.522,2.134,8.344
2020-03-11,Mozambique,-4.053,1.179,-3.384,-4.083,1.298,21.205
2020-03-11,Netherlands,4.807,12.17,2.405,-3.553,-8.016,-2.162
2020-03-11,New Zealand,-1.748,-13.664,-0.717,-2.921,7.077,16.185
2020-03-11,North Macedonia,11.09,11.823,2.802,-6.627,-9.149,-11.935
2020-03-11,Norway,18.306,6.892,2.708,-5.981,-10.384,-3.299
2020-03-11,Papua New Guinea,11.815,-8.828,0.075,6.394,-3.737,17.272
2020-03-11,Poland,25.568,2.676,0.499,0.526,-4.651,2.595
2020-03-11,Qatar,0.793,-3.806,4.73,-11.415,-13.786,1.919
2020-03-11,Romania,17.353,-3.346,2.185,-5.79,-8.858,-11.572
2020-03-11,Singapore,-11.088,-7.895,6.623,-12.767,-12.966,-1.762
2020-03-11,Slovakia,8.543,-0.008,5.193,-12.29,-19.413,-10.99
2020-03-11,Slovenia,9.429,22.911,0.979,-4.541,1.109,-0.142
2020-03-11,South Africa,-7.542,-6.974,-1.735,-8.383,-1.95,3.675
2020-03-11,South Korea,-4.682,9.101,8.131,-22.839,-19.479,-8.158
2020-03-11,Spain,18.636,14,1.08,-5.597,-8.041,-1.712
2020-03-11,Sweden,4.31,5.053,1.738,-4.904,-8.307,-1.472
2020-03-11,Tanzania,2.749,3.442,0.848,-0.383,4.179,-1.707
2020-03-11,Thailand,-0.099,-8.09,4.077,-3.858,-14.86,-7.12
2020-03-11,Turkey,18.622,13.913,-1.958,3.438,2.823,10.596
2020-03-11,United Kingdom,5.512,8.124,1.295,-0.54,-5.52,-0.451
2020-03-11,United States,11.768,24.382,0.372,7.236,-2.532,-1.356
2020-03-11,Uruguay,0.914,-29.138,-1.517,-3.139,2.451,22.087
2020-03-11,Zambia,-0.585,9.135,1.61,3.802,-0.119,0.234
2020-03-12,Aruba,9.299,2.371,2.066,-9.273,0.593,1.405
2020-03-12,Australia,11.18,0.631,-0.78,-1.204,5.649,13.277
2020-03-12,Belarus,1.562,3.467,-0.5,0.251,1.767,6.242
2020-03-12,Belgium,21.723,2.434,2.843,-6.235,-7.695,-1.412
2020-03-12,Bosnia and Herzegovina,15.29,18.686,0.399,-2.694,1.146,-1.569
2020-03-12,Brazil,4.175,-5.398,-1.449,-1.238,9.875,16.863
2020-03-12,Bulgaria,12.283,38.406,1.754,-3.321,-3.465,-10.23
2020-03-12,Cambodia,-2.602,-5.277,2.333,-5.236,-27.187,4.36
2020-03-12,Canada,22.916,7.136,0.944,5.571,-6.299,1.444
2020-03-12,Chile,-0.483,-20.499,-0.634,-6.857,5.335,16.769
2020-03-12,Colombia,-0.786,-7.912,-0.946,-8.213,4.401,13.142
2020-03-12,Croatia,19.746,20.338,-0.09,-0.22,0.421,1.027
2020-03-12,Czechia,18.002,6.615,5.35,-6.813,-18.661,-15.281
2020-03-12,Denmark,16.564,-6.196,10.094,-9.651,-31.308,-22.641
2020-03-12,Ecuador,6.863,-2.246,3.058,-2.909,-2.566,-11.45
2020-03-12,France,7.059,7.738,1.608,-7.477,-6.354,-0.967
2020-03-12,Gabon,0.763,-7.309,-2.843,-5.152,-2.704,-2.651
2020-03-12,Germany,7.588,5.344,2.334,-5.88,-9.613,-2.279
2020-03-12,Greece,21.99,13.426,5.487,-12.796,-17.639,-13.987
2020-03-12,Guatemala,4.528,-0.051,0.238,-1.464,-3.468,3.647
2020-03-12,Honduras,10.837,-3.523,0.19,-6.995,-5.643,6.06
2020-03-12,Hungary,21.779,26.929,0.464,4.272,-0.811,-0.948
2020-03-12,Indonesia,3.268,0.273,0.837,2.368,0.646,3.935
2020-03-12,Iraq,6.805,-3.145,5.82,-13.254,-9.28,-4.902
2020-03-12,Italy,-22.455,-52.487,23.699,-66.799,-65.166,-45.694
2020-03-12,Japan,4.962,15.074,3.548,-2.949,-15.631,-4.288
2020-03-12,Kenya,2.57,1.685,-0.48,3.934,6.381,7.541
2020-03-12,Laos,1.615,-0.568,1.46,-1.857,-9.437,14.365
2020-03-12,Latvia,11.941,-6.6,1.339,1.359,-5.035,-2.859
2020-03-12,Lithuania,5.955,3.914,5.774,-7.662,-11.732,-24.703
2020-03-12,Luxembourg,26.328,0.938,2.161,-7.22,-5.844,-2.95
2020-03-12,Malta,32.265,6.306,5.342,-12.309,-8.835,-5.535
2020-03-12,Mexico,3.747,3.034,-1.55,1.131,2.916,7.63
2020-03-12,Mozambique,-4.526,0.126,-3.301,-3.585,-1.231,19.541
2020-03-12,Netherlands,12.086,0.34,3.799,-7.689,-13.603,-4.154
2020-03-12,New Zealand,-0.948,-14.618,-1.048,-1.645,7.003,18.262
2020-03-12,North Macedonia,11.279,18.642,4.553,-14.393,-14.953,-19.486
